,身高,体重,性别,年龄,学历,受教育时间(年),每周工作时长,职业
12784,152.37,64.43,男,18,本科,10,48,教育
12785,164.49,76.41,男,25,高中,9,40,服务
12786,159.05,48.04,女,28,本科,10,40,销售
12787,157.97,48.68,女,17,高中,7,15,教育
12788,160.02,59.14,女,24,博士,16,99,教育
12789,153.34,45.64,女,20,高中,6,36,销售
12790,170.31,73.18,男,45,博士,12,40,教育
12791,163.6,59.12,女,44,本科,10,45,教育
12792,177.85,98.69,男,57,初中及以下,4,40,教育
12793,147.19,58.12,男,33,硕士,13,55,销售
12794,161.75,61.13,男,24,硕士,13,40,销售
12795,158.36,57.23,男,22,本科,10,24,销售
12796,163.03,65.93,女,41,高中,9,40,销售
12797,158.72,48.67,男,51,硕士,13,40,教育
12798,159.74,58.07,男,46,硕士,13,40,教育
12799,158.49,71.64,女,52,高中,9,38,服务
12800,159.3,65.54,男,50,硕士,13,40,销售
12801,153.63,68.88,女,26,硕士,13,50,教育
12802,159.19,59.24,女,17,高中,6,12,销售
12803,168.43,83.35,男,64,本科,10,40,教育
12804,160.97,69.73,男,51,高中,9,40,服务
12805,166.55,53.38,男,28,高中,9,35,教育
12806,140.44,48.36,女,51,硕士,13,40,教育
12807,147.68,53.84,男,39,硕士,13,40,教育
12808,155.34,61.26,女,48,本科,10,32,教育
12809,159.75,72.38,女,44,本科,10,40,教育
12810,162.74,71.64,男,47,高中,7,40,教育
12811,164.85,73.86,女,52,高中,9,40,教育
12812,150.26,53.49,女,58,本科,10,39,教育
12813,169.08,70.65,女,19,高中,7,40,教育
12814,142.1,49.84,男,40,硕士,13,40,服务
12815,172.37,72.39,男,23,本科,10,40,教育
12816,156.33,62.79,男,31,硕士,13,40,教育
12817,146.34,47.89,男,40,博士,12,40,教育
12818,168.1,56.94,男,48,本科,10,38,销售
12819,158.83,57.39,女,46,硕士,14,50,教育
12820,149.27,52.3,女,32,高中,9,40,服务
12821,156.96,70.58,男,50,高中,9,40,服务
12822,153.29,44.97,男,18,高中,9,37,服务
12823,159.41,76.88,女,26,硕士,14,30,教育
12824,156.58,75.97,女,36,硕士,13,20,销售
12825,164.57,80.62,女,26,博士,11,35,销售
12826,145.07,46.91,女,19,本科,10,15,销售
12827,147.64,45.6,男,53,博士,12,40,教育
12828,155.63,61.49,男,54,本科,10,41,销售
12829,151.58,54.88,女,29,本科,10,6,教育
12830,157.55,70.54,男,81,硕士,14,60,教育
12831,165.58,51.46,女,37,硕士,14,38,教育
12832,159.13,45.64,男,40,博士,11,50,服务
12833,147.69,60.85,女,36,本科,10,40,教育
12834,167.38,64.07,女,18,高中,8,30,教育
12835,158.13,57.71,男,44,高中,7,40,服务
12836,166.61,73.51,女,36,高中,9,35,服务
12837,161.73,78.38,男,69,博士,16,50,教育
12838,156.07,66.05,男,17,高中,8,7,教育
12839,160.44,67.96,男,38,博士,11,40,教育
12840,149.35,52.08,男,27,高中,9,40,服务
12841,154.1,58.6,男,52,博士,12,40,教育
12842,148.21,60.63,男,24,博士,12,35,销售
12843,155.5,54.79,女,57,硕士,13,40,教育
12844,161.21,48.86,女,19,高中,6,40,服务
12845,183.1,98.25,男,38,高中,9,50,服务
12846,159.5,79.63,女,46,初中及以下,4,24,销售
12847,158.76,58.18,男,21,高中,9,40,教育
12848,156.51,57.8,女,29,本科,10,40,教育
12849,154.6,68.35,女,33,本科,10,40,教育
12850,158.1,56.34,男,26,高中,9,70,教育
12851,153.23,57.27,男,28,高中,9,55,教育
12852,165.71,67.6,女,26,本科,10,40,销售
12853,164.79,67.82,男,37,硕士,15,6,销售
12854,176.96,96.24,男,49,硕士,13,40,销售
12855,159.27,64.24,男,28,硕士,13,55,教育
12856,161.78,72.23,男,57,本科,10,40,教育
12857,153.88,50.69,男,60,初中及以下,4,40,服务
12858,176.88,95.25,男,20,高中,9,25,服务
12859,152.66,71.44,男,38,高中,9,42,教育
12860,168.92,68.7,男,51,高中,9,60,教育
12861,152.49,65.27,女,60,本科,10,40,教育
12862,159.05,73.43,男,37,硕士,13,47,教育
12863,147.14,53.14,女,44,高中,9,40,教育
12864,162.64,71.11,女,19,本科,10,25,教育
12865,154.44,64.0,女,59,硕士,14,35,教育
12866,153.32,53.76,男,50,高中,9,40,教育
12867,161.84,82.72,男,35,硕士,13,40,教育
12868,150.14,65.95,男,46,本科,10,40,服务
12869,155.5,61.41,男,18,本科,10,35,销售
12870,161.18,80.39,男,32,初中及以下,3,40,服务
12871,163.87,48.93,女,32,博士,11,40,服务
12872,155.36,68.27,男,39,高中,9,40,服务
12873,156.55,76.86,女,25,高中,9,40,服务
12874,159.03,59.39,男,30,硕士,14,60,教育
12875,156.16,53.78,男,37,硕士,13,40,服务
12876,168.07,79.09,男,38,本科,10,80,教育
12877,151.85,69.32,女,36,博士,12,37,教育
12878,144.21,53.32,男,56,本科,10,40,销售
12879,153.33,64.88,男,35,硕士,13,40,教育
12880,153.9,70.79,男,56,高中,9,41,教育
12881,173.23,61.02,男,17,高中,6,14,教育
12882,153.46,69.32,男,46,硕士,14,45,教育
12883,165.75,84.82,女,56,高中,9,40,教育
12884,163.35,56.55,男,61,高中,8,40,教育
12885,155.7,67.23,男,25,本科,10,43,销售
12886,155.61,51.58,女,27,高中,9,40,服务
12887,160.52,65.27,男,50,高中,9,30,服务
12888,162.86,53.87,男,33,博士,11,62,服务
12889,147.73,54.68,男,33,博士,11,40,服务
12890,158.62,71.36,男,38,本科,10,60,服务
12891,154.68,71.02,男,51,高中,7,40,服务
12892,156.08,69.55,男,27,博士,12,42,销售
12893,157.47,49.38,女,49,硕士,14,16,教育
12894,153.2,57.11,女,26,高中,9,40,服务
12895,157.73,48.45,男,42,硕士,14,60,教育
12896,155.16,67.9,男,37,硕士,13,32,服务
12897,152.63,52.51,女,38,本科,10,40,教育
12898,160.18,68.59,男,48,高中,9,40,教育
12899,154.48,61.59,男,41,硕士,13,45,服务
12900,169.46,86.52,男,33,高中,9,60,教育
12901,153.6,55.06,男,30,高中,9,40,教育
12902,143.13,65.15,女,25,硕士,13,50,教育
12903,155.42,46.02,男,50,硕士,13,40,销售
12904,158.52,60.69,男,54,高中,9,36,教育
12905,171.94,71.71,男,37,高中,7,40,教育
12906,156.62,51.56,男,59,硕士,13,55,销售
12907,154.11,60.51,女,17,高中,6,24,销售
12908,148.57,51.04,男,65,高中,7,40,销售
12909,158.17,48.21,女,56,高中,9,40,教育
12910,167.53,64.76,男,57,高中,9,38,教育
12911,158.16,47.45,男,33,高中,6,20,教育
12912,153.31,72.42,男,41,硕士,14,65,教育
12913,149.9,59.96,女,45,硕士,13,40,教育
12914,159.07,74.15,男,50,高中,9,48,销售
12915,154.03,74.82,男,18,高中,9,25,销售
12916,157.19,66.1,女,19,本科,10,20,教育
12917,152.51,63.12,女,26,本科,10,40,教育
12918,153.15,62.25,男,61,博士,12,2,教育
12919,156.12,65.06,男,67,高中,7,40,教育
12920,164.48,56.5,男,41,本科,10,40,教育
12921,155.74,48.07,男,29,高中,9,50,教育
12922,166.43,86.25,男,27,本科,10,40,教育
12923,152.74,74.49,女,35,高中,9,38,教育
12924,162.13,66.37,男,37,硕士,13,90,教育
12925,167.69,56.31,男,22,高中,7,40,教育
12926,155.72,50.93,女,25,高中,6,24,销售
12927,156.57,49.64,男,26,高中,9,50,销售
12928,164.59,61.52,男,27,高中,9,40,销售
12929,165.1,86.17,男,26,硕士,13,65,教育
12930,159.14,45.63,男,51,高中,9,40,教育
12931,163.79,60.08,男,45,高中,9,40,教育
12932,160.89,58.15,男,60,高中,9,40,销售
12933,158.12,68.06,男,35,本科,10,55,教育
12934,160.44,67.21,男,24,高中,9,40,服务
12935,175.12,63.51,女,40,高中,9,40,服务
12936,149.83,41.3,女,69,高中,9,20,服务
12937,157.13,47.3,男,44,硕士,13,50,教育
12938,169.95,82.15,女,65,高中,9,50,教育
12939,152.0,58.45,女,52,本科,10,40,教育
12940,166.3,51.27,女,38,高中,9,35,教育
12941,166.1,63.04,女,18,高中,7,49,销售
12942,166.18,86.3,男,24,博士,11,40,服务
12943,154.06,70.23,男,52,本科,10,60,教育
12944,158.13,64.09,男,21,高中,9,44,服务
12945,169.97,69.22,男,67,博士,16,40,销售
12946,161.18,71.89,女,64,本科,10,8,销售
12947,154.48,61.1,男,25,本科,10,40,教育
12948,153.64,62.24,男,34,硕士,14,50,教育
12949,159.6,79.89,男,39,高中,9,50,教育
12950,163.4,64.77,男,26,高中,9,52,服务
12951,163.63,82.77,男,19,高中,6,25,服务
12952,148.56,60.58,男,35,高中,9,50,教育
12953,171.25,89.38,女,26,硕士,14,40,教育
12954,164.07,80.76,男,38,高中,9,35,教育
12955,159.41,57.28,男,45,本科,10,65,服务
12956,148.93,65.59,女,18,高中,7,28,服务
12957,156.95,72.49,女,51,本科,10,63,教育
12958,179.07,76.78,女,36,高中,9,28,教育
12959,162.43,78.3,女,18,本科,10,16,教育
12960,158.13,58.79,男,37,博士,11,40,教育
12961,159.85,78.75,男,37,硕士,13,60,教育
12962,161.03,72.13,女,39,高中,9,40,教育
12963,164.67,85.57,男,21,本科,10,40,教育
12964,159.1,79.5,男,46,博士,16,45,教育
12965,154.64,48.41,女,33,高中,9,35,销售
12966,155.83,65.97,女,23,硕士,13,40,教育
12967,166.35,74.66,男,52,高中,9,40,销售
12968,159.78,73.8,女,28,高中,9,40,教育
12969,167.57,52.28,男,23,本科,10,40,教育
12970,156.6,66.64,男,48,本科,10,40,教育
12971,162.16,82.02,女,17,高中,7,20,销售
12972,163.66,54.57,女,22,本科,10,3,教育
12973,157.4,53.32,男,26,高中,9,80,教育
12974,154.46,46.77,男,40,高中,9,40,教育
12975,162.23,66.64,男,90,高中,6,40,教育
12976,157.11,66.88,女,28,高中,9,40,销售
12977,156.74,44.65,男,44,高中,9,40,服务
12978,157.82,57.6,男,29,硕士,13,42,服务
12979,154.05,43.46,男,45,博士,11,50,教育
12980,169.29,77.07,男,43,高中,9,40,服务
12981,162.09,47.45,男,17,高中,6,8,服务
12982,161.3,59.24,男,49,硕士,13,40,教育
12983,156.22,75.6,男,27,硕士,13,50,服务
12984,163.59,66.68,女,60,高中,9,40,服务
12985,159.01,58.31,女,33,高中,9,40,服务
12986,151.98,58.45,男,53,高中,6,50,服务
12987,160.87,74.02,男,19,本科,10,40,销售
12988,160.13,70.95,男,28,高中,9,40,销售
12989,158.06,68.05,男,22,博士,12,20,服务
12990,174.46,84.03,男,48,高中,9,60,服务
12991,148.57,69.01,男,76,高中,6,40,服务
12992,164.77,62.74,女,19,本科,10,25,服务
12993,148.02,67.0,女,28,博士,11,40,服务
12994,166.83,83.21,男,58,本科,10,40,销售
12995,165.89,69.86,女,19,本科,10,25,销售
12996,166.68,71.48,女,37,高中,9,42,销售
12997,159.61,52.07,男,22,本科,10,40,销售
12998,154.05,45.11,男,52,硕士,15,50,教育
12999,152.53,50.65,男,31,硕士,13,50,服务
13000,161.27,49.77,男,50,博士,16,40,教育
13001,149.12,44.78,男,62,高中,9,40,教育
13002,165.11,51.57,男,26,硕士,13,50,教育
13003,150.22,50.52,女,64,高中,9,24,教育
13004,168.59,79.59,男,38,本科,10,40,教育
13005,154.56,53.43,男,44,硕士,15,80,教育
13006,166.18,79.0,女,28,高中,9,40,教育
13007,170.34,56.41,女,19,高中,9,52,教育
13008,163.31,58.91,女,39,高中,9,10,服务
13009,164.84,77.78,男,50,高中,6,40,服务
13010,163.31,56.28,女,39,硕士,14,40,教育
13011,156.65,73.91,男,36,硕士,13,40,服务
13012,148.23,59.57,男,39,博士,11,49,服务
13013,152.85,53.28,女,51,博士,12,25,销售
13014,158.3,45.59,女,28,高中,9,32,销售
13015,167.11,54.81,男,57,硕士,15,30,教育
13016,148.81,56.4,女,40,硕士,15,40,教育
13017,165.03,83.91,女,27,本科,10,40,销售
13018,159.3,74.27,男,32,本科,10,60,销售
13019,153.92,55.85,女,49,高中,9,44,教育
13020,165.29,76.73,女,34,高中,6,40,教育
13021,161.97,73.38,男,24,高中,9,40,服务
13022,150.9,57.65,男,54,初中及以下,4,40,服务
13023,160.25,55.76,男,52,高中,8,45,服务
13024,150.56,44.42,女,43,高中,7,25,服务
13025,164.32,49.1,男,84,初中及以下,3,15,服务
13026,157.87,50.69,女,79,博士,12,2,服务
13027,162.5,83.8,男,35,本科,10,46,服务
13028,155.0,43.28,男,56,高中,9,30,服务
13029,155.9,75.12,男,30,高中,9,40,服务
13030,166.91,79.06,女,54,高中,9,40,服务
13031,152.95,52.01,男,35,硕士,13,50,销售
13032,161.4,57.4,女,32,本科,10,40,教育
13033,159.06,68.13,男,44,硕士,13,60,教育
13034,163.71,58.49,女,32,高中,9,10,教育
13035,152.42,69.0,男,60,高中,8,40,教育
13036,162.42,69.47,男,40,本科,10,45,教育
13037,166.37,60.75,男,50,初中及以下,4,40,服务
13038,162.26,79.96,男,58,高中,5,50,服务
13039,165.88,88.05,男,41,高中,9,45,服务
13040,158.39,67.77,男,28,高中,9,40,销售
13041,157.23,73.91,男,53,高中,9,35,教育
13042,157.33,71.33,男,71,本科,10,40,教育
13043,153.23,67.28,女,17,高中,5,25,教育
13044,155.65,45.24,女,45,高中,9,40,销售
13045,159.13,79.59,女,23,高中,9,30,服务
13046,154.65,61.13,男,25,本科,10,50,销售
13047,174.11,67.68,男,40,本科,10,35,销售
13048,157.45,58.55,女,28,硕士,13,60,教育
13049,162.56,59.99,男,27,高中,8,40,服务
13050,156.82,70.2,男,19,本科,10,15,教育
13051,159.12,63.58,男,24,高中,9,25,服务
13052,157.59,79.01,男,38,硕士,13,40,教育
13053,157.22,73.0,女,24,硕士,14,40,教育
13054,149.02,46.49,男,18,高中,7,7,教育
13055,164.01,72.95,女,58,高中,9,40,教育
13056,156.07,50.12,男,35,硕士,14,44,教育
13057,158.73,68.07,女,43,高中,5,20,服务
13058,160.29,51.85,男,45,高中,9,35,服务
13059,153.77,74.8,男,24,高中,9,40,销售
13060,158.48,46.46,男,63,高中,5,40,销售
13061,163.06,47.93,男,40,高中,5,40,服务
13062,162.78,48.39,男,21,硕士,13,20,服务
13063,164.92,70.49,男,20,本科,10,40,服务
13064,142.85,47.07,女,42,高中,9,40,服务
13065,174.35,90.34,男,49,本科,10,20,服务
13066,164.44,75.81,男,47,高中,9,40,服务
13067,165.64,64.53,男,48,高中,9,36,服务
13068,161.56,51.3,男,61,初中及以下,4,40,服务
13069,149.64,67.5,男,23,博士,12,40,服务
13070,153.88,59.94,男,35,硕士,13,40,教育
13071,164.86,63.34,女,46,本科,10,20,教育
13072,143.03,57.66,男,18,高中,8,25,教育
13073,173.55,85.92,男,28,硕士,13,50,教育
13074,153.09,52.51,男,62,硕士,13,4,教育
13075,159.44,61.96,女,20,高中,9,20,教育
13076,167.32,81.41,男,28,高中,9,40,服务
13077,157.47,65.04,男,57,高中,9,40,销售
13078,165.06,58.14,男,56,初中及以下,4,40,销售
13079,162.65,56.1,男,33,高中,9,40,销售
13080,161.26,47.9,男,19,高中,9,40,服务
13081,173.4,88.83,男,29,高中,9,40,服务
13082,162.77,79.49,男,30,本科,10,55,服务
13083,154.48,68.8,女,53,硕士,13,57,教育
13084,161.81,74.27,女,25,初中及以下,2,40,销售
13085,156.94,68.74,男,44,高中,9,38,销售
13086,152.82,60.93,男,22,本科,10,28,服务
13087,156.23,55.28,男,40,高中,9,40,服务
13088,160.66,75.6,男,25,博士,11,40,教育
13089,164.09,80.68,男,30,初中及以下,4,40,教育
13090,156.28,49.14,女,51,博士,11,38,教育
13091,153.2,46.02,女,17,高中,7,24,销售
13092,159.31,47.46,男,46,硕士,13,40,销售
13093,169.09,67.97,男,50,本科,10,40,教育
13094,167.78,73.14,女,34,本科,10,50,教育
13095,149.18,48.09,男,42,硕士,14,50,教育
13096,161.08,80.37,男,41,硕士,13,40,教育
13097,161.87,83.6,男,32,硕士,13,40,教育
13098,160.41,68.31,男,32,高中,9,40,服务
13099,166.15,75.57,男,47,本科,10,70,教育
13100,151.11,66.27,男,50,本科,10,40,销售
13101,169.74,60.31,女,77,初中及以下,4,23,销售
13102,156.14,75.38,男,33,高中,9,40,教育
13103,167.26,58.83,男,47,高中,9,48,服务
13104,160.26,47.37,男,64,高中,7,40,服务
13105,163.86,57.22,男,34,高中,9,50,教育
13106,160.65,48.38,女,34,高中,9,35,教育
13107,160.69,75.86,女,67,硕士,14,72,教育
13108,155.71,64.77,男,37,高中,9,40,教育
13109,154.17,52.16,男,34,硕士,13,40,教育
13110,160.98,68.9,女,22,本科,10,29,教育
13111,146.64,57.65,男,50,博士,16,64,销售
13112,167.9,52.02,男,60,硕士,13,45,教育
13113,162.85,75.82,女,46,硕士,13,43,教育
13114,152.51,62.75,男,44,硕士,13,40,教育
13115,159.9,78.19,女,43,高中,9,44,销售
13116,151.66,50.92,男,48,硕士,14,40,教育
13117,162.52,64.96,女,36,高中,9,40,教育
13118,148.63,63.19,女,48,本科,10,43,教育
13119,167.29,58.18,男,37,本科,10,40,教育
13120,154.43,43.45,男,51,硕士,14,40,销售
13121,159.43,67.5,男,52,硕士,14,45,教育
13122,157.64,62.69,女,27,初中及以下,3,20,销售
13123,160.13,68.42,男,43,硕士,14,40,教育
13124,153.83,66.58,男,23,高中,9,25,教育
13125,156.57,56.75,男,66,博士,12,40,服务
13126,151.05,50.62,女,37,高中,6,40,服务
13127,167.67,82.32,女,35,本科,10,40,教育
13128,173.8,64.45,男,42,硕士,13,40,教育
13129,156.9,61.58,女,49,高中,6,38,教育
13130,158.79,66.94,女,51,硕士,13,40,教育
13131,177.15,80.29,男,71,高中,9,9,教育
13132,173.05,72.34,女,50,硕士,14,40,教育
13133,153.39,65.87,女,63,高中,9,40,教育
13134,161.6,63.54,女,41,硕士,14,35,教育
13135,154.97,59.57,女,24,本科,10,40,服务
13136,155.99,69.4,女,41,本科,10,45,服务
13137,159.63,80.09,男,33,博士,12,40,教育
13138,151.59,71.98,男,42,本科,10,40,教育
13139,148.26,62.54,男,23,硕士,13,40,销售
13140,147.18,56.16,女,49,博士,11,38,教育
13141,170.3,62.5,男,28,高中,8,40,教育
13142,157.37,61.25,男,31,初中及以下,3,56,服务
13143,159.56,73.62,男,28,硕士,13,35,教育
13144,152.8,59.72,男,37,高中,7,25,教育
13145,168.99,65.46,男,19,本科,10,40,教育
13146,158.38,67.7,男,51,硕士,13,26,教育
13147,173.38,80.16,男,25,博士,11,41,销售
13148,153.55,62.78,男,49,高中,9,50,教育
13149,160.82,48.31,女,47,高中,9,45,销售
13150,163.12,60.25,男,48,高中,9,40,销售
13151,152.93,50.58,女,41,高中,9,40,教育
13152,153.8,74.43,女,32,高中,9,40,教育
13153,159.07,47.27,女,26,高中,9,16,教育
13154,159.77,51.05,男,46,高中,9,40,服务
13155,146.79,41.05,女,17,高中,6,20,销售
13156,164.91,69.92,男,34,高中,7,43,服务
13157,166.96,68.15,女,44,高中,9,30,教育
13158,162.19,59.49,女,23,博士,12,20,教育
13159,169.82,84.62,男,35,本科,10,20,教育
13160,158.76,45.83,男,30,硕士,13,40,服务
13161,151.37,48.7,男,65,本科,10,20,服务
13162,160.66,51.62,男,34,硕士,13,45,销售
13163,164.11,80.31,男,34,硕士,15,40,教育
13164,160.51,62.88,男,39,博士,11,40,教育
13165,163.88,82.44,男,28,博士,11,40,教育
13166,164.21,50.23,男,53,硕士,14,70,教育
13167,164.26,49.59,男,34,高中,7,40,服务
13168,167.25,57.18,男,21,高中,9,40,服务
13169,153.77,48.7,男,53,初中及以下,4,45,服务
13170,165.85,85.43,男,54,硕士,14,50,教育
13171,168.69,87.65,女,32,本科,10,40,销售
13172,161.13,61.17,男,39,硕士,13,35,教育
13173,159.23,55.66,女,39,本科,10,40,服务
13174,151.25,67.23,男,29,高中,9,40,教育
13175,157.42,58.46,女,29,高中,9,40,教育
13176,167.63,52.81,男,43,高中,9,42,教育
13177,157.32,44.7,男,20,本科,10,15,教育
13178,161.07,79.01,男,39,硕士,14,40,教育
13179,160.6,52.01,女,45,本科,10,40,教育
13180,173.55,58.77,男,36,本科,10,40,服务
13181,141.37,37.78,女,71,博士,11,40,服务
13182,159.61,47.02,男,62,高中,9,40,服务
13183,149.72,54.38,女,43,本科,10,20,教育
13184,160.73,59.25,女,31,高中,9,58,销售
13185,164.27,52.75,男,39,高中,9,60,教育
13186,153.18,70.22,女,32,硕士,13,32,教育
13187,155.77,44.9,男,45,高中,9,40,教育
13188,162.47,57.17,男,19,高中,9,50,服务
13189,154.74,71.76,男,43,本科,10,48,教育
13190,153.27,42.54,男,32,博士,11,40,服务
13191,161.8,63.31,女,43,硕士,13,60,销售
13192,140.63,48.54,男,34,硕士,13,27,教育
13193,163.54,49.55,男,66,本科,10,40,教育
13194,161.44,62.75,男,37,博士,11,40,教育
13195,149.9,49.21,女,46,博士,12,40,教育
13196,154.57,66.83,女,23,硕士,13,40,教育
13197,160.81,55.58,男,41,硕士,13,40,教育
13198,169.31,78.58,男,63,高中,9,40,服务
13199,166.49,54.69,男,55,高中,9,40,服务
13200,149.1,66.68,男,35,硕士,15,50,教育
13201,169.16,76.46,男,28,高中,5,50,教育
13202,160.92,78.9,男,37,硕士,13,55,教育
13203,152.31,61.32,男,63,高中,9,20,教育
13204,155.99,64.96,男,43,硕士,13,42,教育
13205,146.27,51.13,男,30,博士,11,60,教育
13206,149.39,61.89,女,36,硕士,14,60,教育
13207,167.39,59.36,男,54,硕士,13,40,销售
13208,149.92,57.65,男,36,硕士,13,50,教育
13209,149.97,52.85,男,78,硕士,13,40,教育
13210,164.92,62.44,男,77,硕士,13,50,教育
13211,155.93,68.39,女,28,高中,9,40,教育
13212,150.95,68.11,男,39,高中,9,72,教育
13213,156.74,50.56,男,37,硕士,13,40,服务
13214,160.28,78.98,男,34,博士,11,45,教育
13215,153.71,63.89,女,22,硕士,13,35,教育
13216,160.38,59.92,女,54,硕士,13,50,教育
13217,153.01,65.48,女,21,本科,10,20,销售
13218,161.74,60.76,男,36,高中,6,40,销售
13219,154.27,75.84,女,62,高中,9,30,教育
13220,164.17,56.9,男,40,本科,10,40,销售
13221,153.03,51.68,女,47,本科,10,40,教育
13222,166.15,73.16,男,38,硕士,13,70,销售
13223,162.47,50.24,男,28,初中及以下,3,40,销售
13224,153.89,46.82,女,46,硕士,13,40,教育
13225,156.08,58.2,男,22,本科,10,35,教育
13226,166.18,56.52,女,37,高中,9,25,销售
13227,154.77,72.22,女,69,高中,6,28,服务
13228,157.73,72.15,男,43,硕士,13,50,教育
13229,166.91,68.4,女,53,硕士,13,21,教育
13230,150.38,45.92,女,20,高中,9,35,销售
13231,154.96,66.25,男,22,硕士,13,50,教育
13232,162.09,78.55,男,48,高中,5,44,教育
13233,174.17,82.49,男,40,硕士,14,40,教育
13234,163.09,67.09,男,68,本科,10,20,教育
13235,152.37,64.23,女,39,本科,10,55,教育
13236,157.94,76.9,男,57,高中,9,40,服务
13237,165.08,65.44,男,23,高中,6,60,服务
13238,162.79,80.58,女,25,硕士,13,38,教育
13239,169.41,72.63,男,22,高中,9,40,教育
13240,152.08,52.61,男,23,高中,8,30,销售
13241,153.17,65.68,男,41,硕士,13,45,教育
13242,157.2,67.9,女,25,本科,10,25,服务
13243,151.16,56.46,男,58,本科,10,40,销售
13244,152.93,47.24,男,33,高中,9,45,销售
13245,157.58,66.7,男,28,硕士,14,48,教育
13246,166.84,58.88,女,19,高中,7,25,服务
13247,169.72,87.31,女,44,本科,10,40,教育
13248,160.17,55.89,男,68,初中及以下,1,10,服务
13249,168.0,78.36,男,33,高中,9,40,服务
13250,156.57,48.65,女,24,高中,9,40,教育
13251,158.39,65.69,男,44,高中,9,50,教育
13252,154.84,63.89,男,38,硕士,13,40,教育
13253,152.55,64.17,女,31,高中,9,40,教育
13254,158.26,61.25,女,29,高中,9,40,教育
13255,160.33,57.02,女,65,高中,5,40,销售
13256,169.99,70.43,女,55,高中,9,40,教育
13257,168.6,87.05,男,49,高中,9,40,教育
13258,152.49,59.63,女,27,高中,9,40,服务
13259,163.35,50.7,男,41,高中,9,30,销售
13260,161.16,65.63,男,33,本科,10,50,销售
13261,164.8,66.7,男,22,高中,9,40,销售
13262,169.69,61.68,男,41,高中,9,40,教育
13263,151.95,43.1,男,66,高中,9,4,教育
13264,154.73,50.56,男,38,本科,10,60,销售
13265,157.14,76.73,男,43,高中,9,42,服务
13266,149.28,59.91,男,40,本科,10,40,服务
13267,158.79,55.66,男,32,本科,10,40,销售
13268,173.07,76.88,女,30,高中,9,35,销售
13269,155.4,43.5,男,35,硕士,13,40,教育
13270,154.81,67.65,男,41,硕士,14,50,教育
13271,181.1,61.09,男,33,硕士,13,60,教育
13272,159.64,75.46,男,36,硕士,13,55,教育
13273,157.92,56.42,男,33,硕士,13,60,教育
13274,151.62,53.0,男,53,高中,9,60,教育
13275,161.91,55.96,男,27,硕士,13,45,销售
13276,157.27,67.57,女,22,硕士,13,15,服务
13277,155.37,49.32,男,26,高中,9,36,销售
13278,166.07,57.39,女,64,高中,9,21,销售
13279,155.46,57.09,女,48,本科,10,45,教育
13280,161.14,61.34,女,23,高中,9,40,教育
13281,148.04,69.11,女,26,本科,10,40,销售
13282,156.99,68.65,男,35,硕士,13,40,教育
13283,160.02,70.14,男,46,本科,10,40,销售
13284,165.47,61.85,女,65,本科,10,45,教育
13285,155.39,64.95,男,53,高中,9,40,服务
13286,158.02,44.97,男,18,初中及以下,3,54,服务
13287,157.98,72.1,男,34,硕士,15,55,教育
13288,146.7,53.32,女,28,高中,9,40,服务
13289,166.61,74.97,男,37,硕士,13,60,教育
13290,159.37,70.08,男,61,硕士,13,10,教育
13291,158.55,50.22,男,59,硕士,13,40,教育
13292,152.65,50.3,女,32,硕士,14,60,教育
13293,158.91,64.94,女,31,硕士,13,35,教育
13294,153.31,45.77,女,25,硕士,13,40,教育
13295,154.86,47.49,男,81,初中及以下,2,15,教育
13296,158.11,56.03,女,47,高中,9,35,教育
13297,162.52,50.59,男,39,高中,9,40,教育
13298,160.23,56.47,男,37,本科,10,30,教育
13299,162.65,72.94,男,44,高中,9,45,服务
13300,151.5,49.13,男,37,博士,12,45,服务
13301,154.71,57.97,男,41,本科,10,50,教育
13302,156.11,45.88,女,27,初中及以下,3,40,教育
13303,164.88,65.62,男,55,本科,10,40,教育
13304,157.99,49.95,男,60,硕士,13,40,销售
13305,157.05,45.37,男,22,博士,12,36,服务
13306,157.06,76.73,男,23,硕士,13,25,销售
13307,150.71,55.44,女,19,高中,9,60,服务
13308,164.27,70.89,男,45,本科,10,44,服务
13309,155.84,73.37,女,36,高中,9,30,服务
13310,155.63,59.75,男,46,硕士,13,40,教育
13311,163.74,54.95,男,48,高中,7,40,服务
13312,170.62,74.03,男,39,高中,9,50,服务
13313,152.48,63.2,男,29,硕士,13,20,服务
13314,164.99,50.53,女,39,高中,9,40,教育
13315,167.51,67.31,女,26,高中,9,40,教育
13316,163.19,53.24,男,37,博士,12,25,教育
13317,152.9,57.29,女,49,本科,10,40,教育
13318,167.5,61.69,男,27,硕士,13,40,销售
13319,149.66,67.95,男,28,高中,6,40,服务
13320,162.01,57.22,女,35,本科,10,30,销售
13321,168.38,82.84,男,54,高中,9,40,销售
13322,164.08,80.24,男,17,高中,6,40,销售
13323,147.73,69.32,男,18,高中,9,40,服务
13324,159.45,64.9,女,33,本科,10,38,教育
13325,155.99,59.47,男,33,博士,12,60,销售
13326,164.01,74.8,女,51,本科,10,35,教育
13327,163.08,58.67,女,49,高中,9,40,教育
13328,150.15,51.72,男,49,本科,10,50,教育
13329,154.73,56.28,男,41,本科,10,35,销售
13330,167.92,63.33,女,64,初中及以下,2,12,销售
13331,147.56,41.15,男,40,本科,10,40,教育
13332,156.93,45.02,女,49,高中,9,40,教育
13333,163.75,76.06,女,23,硕士,13,40,教育
